gene_id,TCGA-2H-A9GF,TCGA-2H-A9GG,TCGA-2H-A9GH,TCGA-2H-A9GI,TCGA-2H-A9GJ,TCGA-2H-A9GK,TCGA-2H-A9GL,TCGA-2H-A9GM,TCGA-2H-A9GN,TCGA-2H-A9GO,TCGA-2H-A9GQ,TCGA-2H-A9GR,TCGA-IC-A6RE,TCGA-IC-A6RF,TCGA-IG-A3I8,TCGA-IG-A3QL,TCGA-IG-A3Y9,TCGA-IG-A3YA,TCGA-IG-A3YB,TCGA-IG-A3YC,TCGA-IG-A4P3,TCGA-IG-A4QS,TCGA-IG-A4QT,TCGA-IG-A50L,TCGA-IG-A51D,TCGA-IG-A5B8,TCGA-IG-A5S3,TCGA-IG-A625,TCGA-IG-A6QS,TCGA-IG-A7DP,TCGA-IG-A8O2,TCGA-IG-A97H,TCGA-IG-A97I,TCGA-JY-A6F8,TCGA-JY-A6FA,TCGA-JY-A6FB,TCGA-JY-A6FD,TCGA-JY-A6FE,TCGA-JY-A6FG,TCGA-JY-A6FH,TCGA-JY-A938,TCGA-JY-A939,TCGA-JY-A93C,TCGA-JY-A93D,TCGA-JY-A93E,TCGA-JY-A93F,TCGA-KH-A6WC,TCGA-L5-A43C,TCGA-L5-A43E,TCGA-L5-A43H,TCGA-L5-A43I,TCGA-L5-A43J,TCGA-L5-A43M,TCGA-L5-A4OE,TCGA-L5-A4OF,TCGA-L5-A4OG,TCGA-L5-A4OH,TCGA-L5-A4OI,TCGA-L5-A4OJ,TCGA-L5-A4OM,TCGA-L5-A4ON,TCGA-L5-A4OO,TCGA-L5-A4OP,TCGA-L5-A4OQ,TCGA-L5-A4OR,TCGA-L5-A4OS,TCGA-L5-A4OT,TCGA-L5-A4OU,TCGA-L5-A4OW,TCGA-L5-A4OX,TCGA-L5-A88S,TCGA-L5-A88T,TCGA-L5-A88V,TCGA-L5-A88W,TCGA-L5-A88Y,TCGA-L5-A88Z,TCGA-L5-A891,TCGA-L5-A893,TCGA-L5-A8NE,TCGA-L5-A8NF,TCGA-L5-A8NG,TCGA-L5-A8NH,TCGA-L5-A8NI,TCGA-L5-A8NJ,TCGA-L5-A8NK,TCGA-L5-A8NL,TCGA-L5-A8NM,TCGA-L5-A8NN,TCGA-L5-A8NQ,TCGA-L5-A8NR,TCGA-L5-A8NS,TCGA-L5-A8NT,TCGA-L5-A8NU,TCGA-L5-A8NV,TCGA-L5-A8NW,TCGA-L7-A56G,TCGA-L7-A6VZ,TCGA-LN-A49K,TCGA-LN-A49L,TCGA-LN-A49M,TCGA-LN-A49N,TCGA-LN-A49O,TCGA-LN-A49P,TCGA-LN-A49R,TCGA-LN-A49S,TCGA-LN-A49U,TCGA-LN-A49V,TCGA-LN-A49W,TCGA-LN-A49X,TCGA-LN-A49Y,TCGA-LN-A4A1,TCGA-LN-A4A2,TCGA-LN-A4A3,TCGA-LN-A4A4,TCGA-LN-A4A5,TCGA-LN-A4A6,TCGA-LN-A4A8,TCGA-LN-A4A9,TCGA-LN-A4MQ,TCGA-LN-A4MR,TCGA-LN-A5U5,TCGA-LN-A5U6,TCGA-LN-A5U7,TCGA-LN-A7HV,TCGA-LN-A7HW,TCGA-LN-A7HX,TCGA-LN-A7HY,TCGA-LN-A7HZ,TCGA-LN-A8HZ,TCGA-LN-A8I0,TCGA-LN-A8I1,TCGA-LN-A9FO,TCGA-LN-A9FP,TCGA-LN-A9FQ,TCGA-LN-A9FR,TCGA-M9-A5M8,TCGA-Q9-A6FU,TCGA-Q9-A6FW,TCGA-R6-A6DN,TCGA-R6-A6DQ,TCGA-R6-A6KZ,TCGA-R6-A6L4,TCGA-R6-A6L6,TCGA-R6-A6XG,TCGA-R6-A6XQ,TCGA-R6-A6Y0,TCGA-R6-A6Y2,TCGA-R6-A8W5,TCGA-R6-A8W8,TCGA-R6-A8WC,TCGA-R6-A8WG,TCGA-RE-A7BO,TCGA-S8-A6BV,TCGA-S8-A6BW,TCGA-V5-A7RB,TCGA-V5-A7RC,TCGA-V5-A7RC,TCGA-V5-A7RE,TCGA-V5-AASV,TCGA-V5-AASW,TCGA-V5-AASX,TCGA-VR-A8EO,TCGA-VR-A8EP,TCGA-VR-A8EQ,TCGA-VR-A8ER,TCGA-VR-A8ET,TCGA-VR-A8EU,TCGA-VR-A8EW,TCGA-VR-A8EX,TCGA-VR-A8EY,TCGA-VR-A8EZ,TCGA-VR-A8Q7,TCGA-VR-AA4D,TCGA-VR-AA4G,TCGA-VR-AA7B,TCGA-VR-AA7D,TCGA-VR-AA7I,TCGA-X8-AAAR,TCGA-XP-A8T6,TCGA-XP-A8T8,TCGA-Z6-A8JD,TCGA-Z6-A8JE,TCGA-Z6-A9VB,TCGA-Z6-AAPN,TCGA-ZR-A9CJ
TYMS,749.2436,428.1635,1041.3719,785.454,678.8445,820.1845,1960.2504,1358.5956,857.5138,1527.3764,1471.1503,1567.555,724.0828,685.4249,1273.8173,1251.6937,795.1909,1070.0978,222.4348,767.0177,663.3435,487.8665,922.4725,1132.1462,962.9948,467.0537,1082.5247,779.6503,1125.2791,977.4275,1120.7766,3180.8187,1294.9882,656.5444,1351.5851,1426.0299,1038.7429,2812.9631,189.8219,952.1222,2532.0516,497.787,467.7085,343.6537,523.206,344.8594,440.2789,840.8272,270.5042,465.2194,453.6325,1050.1508,380.7536,517.3827,364.2766,537.4967,932.3221,1044.5025,958.5502,1222.8788,302.8987,601.5189,241.3439,1136.0073,3474.5905,1071.429,646.9391,891.0329,1468.6939,1107.3638,679.8795,453.8815,1443.4078,651.9217,480.2603,407.7411,1400.6094,1207.1963,554.9459,1112.4731,366.285,739.7754,1496.6482,1293.8393,395.6824,1377.2527,1606.9056,2015.7419,774.1965,205.6387,677.8723,448.2754,410.77,414.2441,610.0801,768.729,677.2463,631.1865,1760.7522,894.5814,383.6315,1528.1582,932.4291,756.994,1701.0735,529.1538,11886.2323,1801.2473,1012.294,1382.1797,416.0475,1546.1502,974.7907,676.1481,1063.7901,1018.508,2519.2547,458.7185,1296.1314,612.8177,2423.5106,546.3624,1490.835,1639.4572,1153.5734,1402.7251,1439.0464,1346.7211,1058.0535,955.308,1789.0679,1557.5524,281.8792,425.5474,769.7484,1198.351,404.0905,375.5901,907.9966,743.8592,1585.3456,425.411,907.4391,733.1046,1192.0451,646.3996,445.5834,631.4699,1059.8649,1257.9217,2479.1354,635.4171,353.5311,845.3486,772.2972,1162.6695,979.1781,3673.6841,870.728,634.8433,854.4519,2277.3279,802.7496,334.8074,830.2181,378.1991,1134.7556,948.6837,787.5404,986.5775,2289.4826,1973.0924,1535.7827,999.5912,1234.8805,403.4766,1432.2763,457.6349,924.651,3956.8284,2221.0414,1979.6865,1201.2742,1402.3458,644.8671
UBE2S,322.791,565.1992,578.2387,255.8587,466.7683,485.2957,1002.8219,665.0066,1207.3416,1177.6986,294.7328,448.2317,950.7246,641.9615,699.0942,1366.1784,384.9462,512.4245,206.0528,816.7539,695.4983,898.9639,469.2546,958.0287,946.0931,1443.2948,821.1799,759.6584,861.8725,430.1075,714.6683,1608.2268,549.4328,361.7571,795.7367,863.8759,735.0922,2533.989,289.0376,1416.6052,733.4981,245.8292,279.4339,268.2648,313.3032,519.1978,283.0412,381.5255,126.0504,660.972,566.4447,316.9231,444.6122,961.6986,364.2131,873.5862,599.4656,498.6344,509.3497,452.4242,217.9037,534.2767,203.856,647.2995,640.2534,742.571,521.3139,776.7008,636.6224,381.4103,1010.0377,255.9607,782.5607,994.8391,301.4043,614.5146,671.072,576.1655,654.1029,331.5251,404.1637,384.6603,828.9871,1108.604,590.7533,290.4686,593.5582,811.1357,841.6185,461.0718,239.3701,324.8503,396.8172,362.4772,440.7122,1020.0501,642.9675,968.7561,1612.4696,701.6425,457.2495,1202.9583,405.0938,614.0976,331.8085,1398.2408,1208.4893,297.765,749.5242,1252.9118,385.2155,1090.0818,583.1924,363.9443,329.6433,631.0525,724.4867,232.6681,824.2894,510.1072,806.3859,619.6254,644.3431,1598.273,1042.7322,1451.3701,1269.7572,1471.5243,1392.0391,1656.0588,2095.7598,1228.7762,214.5096,711.5591,439.4383,689.3501,632.9062,243.3376,772.0024,702.6292,546.4718,593.4442,916.1407,1286.4357,1035.9281,535.4505,744.2033,635.3799,420.9753,467.9918,673.8417,1349.6675,248.482,882.4701,801.7831,1120.8709,1041.5734,2166.3483,942,833.4358,218.9762,1366.8016,555.4982,581.6147,1586.8401,298.1487,1128.6292,980.9185,843.0729,763.3313,1754.1284,884.5329,684.2701,727.2727,517.0597,915.3842,923.8003,384.6683,590.6139,1173.063,516.6784,642.9431,681.2709,606.1121,403.141
UBL3,897.9459,2338.7841,3718.3406,2277.304,2835.9756,1304.395,2534.7443,2012.9482,734.1047,3083.0917,2166.9249,2869.069,1119.2547,483.6427,1124.6181,484.6871,912.6344,887.0897,2098.7841,1587.6716,1857.0265,1161.0388,1365.4155,1042.4641,448.9518,1392.667,1075.852,2230.8255,323.4735,1331.1556,1024.1,888.1789,829.4062,2536.2044,2037.5642,975.0764,854.8507,293.8964,542.2542,1632.1115,947.3588,3385.6722,1310.1475,2057.4983,1626.9538,543.7872,5545.3883,1186.269,2865.1961,1726.9514,4150.1997,745.5385,7332.1755,1698.0294,1497.1004,1524.7141,1008.7442,1529.0675,2229.3151,820.6061,1686.8104,1660.3774,3128.7213,1155.6888,2863.893,956.5943,2744.6152,951.7952,1249.8419,883.0128,949.1166,2065.9187,1572.2958,574.0741,1759.5616,1179.0763,423.2746,2002.6264,1875.4593,7260.4713,1735.463,1762.3214,826.5183,669.1738,3512.5555,1229.8266,980.3714,1251.819,680.9249,1234.5804,1602.8133,2765.5689,1110.883,2296.4481,1865.7958,1366.6309,875.0644,641.8368,590.7268,526.2319,1055.6534,305.5042,927.125,894.1306,1295.5169,771.0039,462.3148,1103.1002,764.1634,835.2745,716.9391,458.71,848.9309,1199.9076,1088.3149,512.7168,986.0864,573.5294,2595.7918,1025.4878,1340.0668,1044.843,1076.66,334.7039,1233.8493,510.6896,719.2053,757.9564,500.7783,596.8992,1143.0536,724.9173,1662.7315,1327.9352,790.8133,1777.6973,461.7611,2733.8198,884.9258,1637.0505,971.3048,2589.0411,614.0667,524.8128,894.5187,1902.8804,1082.9954,1121.7021,1683.9013,1427.0681,973.0026,542.7605,2096.6838,813.247,1319.4651,795.4664,642.4688,571.9324,313.6,1016.595,1503.3557,319.0283,1095.0356,723.5811,821.3466,1386.8373,434.0316,870.6339,904.5305,410.2606,596.3303,1009.903,2688.7967,952.9104,1038.5408,381.3904,726.6537,1471.9835,668.5573,397.9001,920.627,1057.9268,712.3746,567.6287,1857.7912
UGT2B4,0,43.1866,0,0,0,0,3.1746,0,14.4592,0.3314,0,0.3864,0,0,0,0,0.5376,0,0.3788,1.1854,5.0066,0,0,1.6427,0,0,0,0,0,0,0.2975,0,0.3004,0,0,0,0,0,0,0,0,0.4907,5.1189,0,0,0,0,10.2265,0,0,0,0,0,0,13.6803,0,0,0,0,0,0,0,0,11.3753,0,2.0033,0,0,3.4788,0,0,0,0,0,0,0,51.0279,0.6566,0.3037,0,28.715,0,0.2743,0,0,0.2785,0,40.4935,4.6243,0,0,2.0958,0,0,0,0,0,0,0.4518,0,0,0,0,0,0,1.5165,0,1.8025,0,1.6639,0,0.7379,0,0.3079,0.328,0,0.2452,0,0,0,0.9774,0,0,0,0,0,0.883,0.4188,0,1.224,0.9687,7.1665,0,0,0,0,0.4134,0,0,0,19.1301,2.9354,0,0,0,0,651.085,0.4863,0,0,5.8373,0,0,0,0,3.5792,0.3198,0,0.4,0,0,4.8583,0.313,0,0,3.4894,0,0,0.5253,0,0,3.267,0,0,0,0,0.6485,0,0.3659,0,0,6.7599,0,0.283,0.2882
UHRF1,691.5292,257.8616,279.0539,179.5733,189.6311,229.2132,1105.9683,234.9801,323.3766,369.1492,582.1069,403.2501,449.1139,501.4669,609.3503,817.7044,691.5242,576.8674,362.865,345.854,607.929,374.165,384.2626,700.7244,808.7721,329.8845,270.7952,301.83,729.7802,300.9718,367.0931,610.595,562.5904,313.741,412.0257,762.3834,723.7879,773.6805,116.9326,227.2626,312.2768,240.6968,258.7865,221.6808,408.1139,386.5766,213.616,380.6838,126.7507,512.9809,270.7803,681.7938,197.9431,275.8868,261.7061,289.7757,281.8849,484.5533,506.6413,585.6727,205.0827,148.4277,125.2396,195.2683,383.9585,411.3523,252.7592,613.9214,705.0696,684.7382,276.6729,259.3058,668.5596,393.4426,197.2828,211.4106,703.0103,587.8825,478.1814,259.671,253.4135,420.0087,509.5692,934.4137,260.7326,268.8965,994.216,671.2939,501.7341,275.6825,178.8851,306.8563,240.9343,285.7332,216.1574,539.1586,409.8068,512.5484,956.1733,481.2151,366.4608,1065.0775,297.7408,702.3807,224.9741,552.6084,1335.3003,596.9539,916.6066,750.9207,350.5906,1130.3892,449.9055,530.709,702.5666,821.1195,1074.2139,229.1702,348.8077,617.9504,292.2538,1215.4366,1474.7535,587.5617,681.0094,622.701,656.9272,735.5276,892.6217,481.4076,254.2277,693.7707,169.7256,567.3469,596.931,782.6824,430.7048,222.6586,1087.6372,556.9024,486.0025,203.0235,382.2904,489.9878,325.1958,308.2939,586.665,321.0796,477.2767,529.6229,471.6709,414.3787,200.7613,536.3222,555.6315,448.9807,667.1922,741.8046,1401.328,700.8789,632.2253,1358.6437,334.3504,454.4333,615.4973,219.7073,911.7163,669.7348,527.2961,676.3307,817.9523,640.5881,548.8495,607.7273,848.7009,1493.3404,718.1582,218.8037,742.0876,1320.7458,1293.4052,624.3909,863.4548,511.5733,539.9813
UPRT,164.9821,328.3019,201.2373,276.0369,75.6098,153.2284,328.0423,218.4595,249.7221,369.4806,208.3656,137.1743,236.853,97.7933,175.579,68.9747,150,129.0403,37.1198,218.5123,99.7145,173.536,243.8242,68.9938,132.0447,110.0954,127.5192,202.684,91.5423,163.332,104.4332,26.3578,144.1923,86.8217,131.7996,141.7877,102.2248,174.718,103.3453,202.9083,199.5789,364.0824,161.0961,202.6584,164.9878,183.0092,218.9564,238.7484,195.028,198.8218,159.787,120.3077,194.2158,230.6411,92.3916,123.2269,145.4943,147.4834,133.9628,50.6061,292.1264,172.6415,65.7783,224.2251,177.3107,223.0384,330.8938,172.8496,165.4016,268.6966,116.1486,199.5091,97.6821,99.2714,110.9716,69.4314,108.2966,165.7912,215.6049,200.9782,214.6447,143.4821,175.5631,172.7635,165.3478,268.1891,128.2304,155.6469,70.5202,259.1844,175.6897,164.0719,209.4456,299.1803,164.5284,139.2768,115.9196,87.9264,244.4231,155.6371,184.8896,156.45,410.677,65.5513,152.4855,54.2918,49.4465,171.5934,112.7214,250.6933,70.951,82.6416,70.4127,99.7614,168.9217,127.7003,94.882,153.8866,125.1384,187.3792,157.0416,97.072,84.6395,143.5033,81.7631,93.0443,78.5872,190.9548,110.5922,146.0628,39.7163,219.4046,142.0046,28.0922,116.4424,191.8744,143.0343,176.7132,132.3081,211.8465,170.0054,223.5812,167.7187,170.6425,337.6324,211.9645,158.0039,131.7933,173.0317,333.2359,452.7545,137.2069,482.4848,142.1813,210.9955,45.6342,23.0253,136.9581,114.8,154.579,125.5428,77.3279,149.5933,154.1167,106.3504,158.1855,232.2675,133.2471,90.348,82.874,88.8073,53.4967,237.269,136.3636,17.6861,88.6845,196.8223,200.7563,95.1423,85.0833,144.5487,62.3414,112.3746,191.0017,251.8551
VCAN,2835.344,3755.5556,3011.6448,799.4576,1971.3415,1876.0716,4808.8183,1816.0691,8186.3066,448.3473,4747.8699,2761.2616,1855.0725,435.7268,9079.6334,7291.8775,5967.7419,10558.1366,1890.8375,7002.2721,1256.2361,1050.6604,464.1215,6391.1294,2966.5124,1162.4309,10052.0337,2056.1204,1495.0701,11390.7717,286.8194,1278.3546,5692.8929,385.6446,451.0301,970.5026,2387.8918,6086.5876,725.0643,517.8583,1976.7463,2927.3798,2967.7808,16292.0205,4259.4651,680.4394,131.0452,9004.3954,849.7899,2036.2297,1478.0293,6437.5385,7440.6101,1423.5359,2003.6679,1373.7424,1034.2482,966.4456,599.9202,7335.7576,1640.1705,9328.6164,1151.9705,3758.6682,1998.1627,9052.7546,9129.0625,2332.7961,2749.2094,1136.7521,12008.8592,1090.8135,1654.8013,1970.2489,2459.6415,1620.798,1585.9031,1013.132,945.3214,1589.6843,4639.9856,1517.9353,11789.8866,351.453,1211.4982,16199.9582,1976.5063,1218.6017,840.4624,4993.9333,11516.4894,11549.4012,7663.2444,1777.7778,3657.5694,3186.1797,596.5997,2369.0562,3539.843,3385.7439,11070.1627,3375.3378,4537.9186,7582.0077,395.2425,11752.5023,4621.9274,14854.3619,12167.179,3856.3505,4390.0446,5735.7191,1177.1258,8715.2644,10547.6015,3569.6499,10130.7999,5296.7437,746.4009,10831.4291,554.2071,5280.9285,1870.0484,858.5526,17530.6191,3477.2659,9988.9625,3087.9397,2294.8632,3414.1167,662.5836,2060.0882,6383.822,9532.8431,20757.4605,4687.8983,3545.4733,10370.5584,1083.6956,1754.6086,3899.6571,101.272,2178.5392,397.7015,3365.7301,240.3988,9820.7597,5702.614,1385.1351,1686.9336,4990.5144,1688.4844,2490.425,23249.253,644.2793,3398.106,2409.9776,161.058,1224.8,551.3215,1204.369,10811.336,348.3208,640.7674,6280.0306,1165.0674,3225.6523,1375.4851,105.5811,1237.9734,3764.7706,9526.0847,1406.639,5312.2956,16084.7687,3470.2518,6947.7951,1607.0815,1364.1936,677.0456,9187.7846,15572.593,1146.4883,1404.6406,12638.8589
VDR,1105.9667,376.5199,773.2897,2391.9158,1078.0488,952.7944,674.0741,803.1208,1365.7902,1034.877,250.5809,1178.5401,1594.2029,2073.8354,1506.3815,251.9308,2193.8172,835.5234,953.373,1480.1936,1470.2677,663.4507,597.5831,1230.3901,2117.8873,1736.6148,228.2888,685.4819,1380.7327,1324.0779,893.7816,1183.3067,1666.0221,3337.3529,1039.5789,877.3115,1067.2401,159.676,2269.0685,1450.1106,887.6682,1324.8283,2657.031,1394.9083,438.3466,1732.5406,1595.1361,1915.4941,2302.1709,817.673,1768.3089,665.2308,880.4652,928.9481,1036.5304,1155.0334,1258.4406,4497.4639,1721.1303,974.5455,3822.4674,1263.2075,1367.1676,1539.387,1305.7468,570.9516,1081.4748,1149.7865,1534.7881,1371.5278,1215.5753,1418.3029,1004.1391,2258.6521,1311.5652,323.5941,142.0705,1521.3395,891.8756,626.056,1578.6073,2084.8644,1106.0477,2189.4017,1843.2925,828.5177,2012.5805,325.8463,1880.9249,1556.4543,751.6563,1332.0359,1253.5934,429.8725,1194.6194,1309.3448,2481.7105,434.6748,1106.0033,2139.3717,2064.0481,857.346,912.2364,765.7707,1487.9536,1536.2451,470.6577,2726.7484,969.4042,604.548,1747.7712,1424.0915,1648.1353,3805.7116,1998.524,1986.8043,1423.9657,1247.3739,309.3392,898.9278,693.6548,2292.0074,1474.4942,1959.2928,695.1548,2367.6603,715.6733,633.1658,643.6884,953.8964,942.0506,2727.1224,471.4704,681.1534,1576.0679,3148.138,2167.2179,968.2741,490.463,713.8108,706.0097,1655.0881,1468.8909,1762.8417,345.4629,1805.7607,831.8732,1376.2918,1606.0517,2470.038,298.4312,2358.6513,1776.7398,1091.8825,1452.0059,399.6719,582.6671,598.9713,2495.6,3687.1543,1886.3008,1069.2308,562.3832,1447.8018,520.2754,3619.2692,1813.3039,860.9314,947.6034,1154.072,505.6881,1693.1087,1554.5077,2033.6821,1467.6899,1966.8613,1780.1556,2133.7229,844.2046,883.7799,2557.3308,1028.2583,838.796,953.8766,1595.5623
VEGFA,4302.9019,2249.8952,1403.5662,2806.7782,3642.0732,10630.9278,3143.9153,14372.178,4075.3805,4047.3863,2115.4144,2432.0432,1696.8944,1585.4291,2198.764,1227.9627,2409.9462,1689.2321,807.5452,1295.2682,2121.5412,7770.7553,954.3364,1179.4661,1361.8296,14831.5419,954.5621,1409.3534,1940.1176,2685.7221,1179.4109,2682.9073,9739.2898,2692.1619,1895.1063,16192.9571,5055.3304,987.3686,4684.3026,3828.1847,1886.295,6911.1874,1886.7811,1813.2777,1912.817,6877.3556,1720.8409,3845.5412,4212.535,4115.1694,9180.0266,3188.3077,6072.6422,4284.4852,3289.4176,4258.9514,2925.9169,1970.3472,5043.4068,3419.0909,24128.3852,3972.327,16576.6941,9286.1987,3775.6863,13707.5125,4087.614,2440.5465,6871.9165,2477.5641,2050.8207,2288.9201,6161.9757,3256.527,10524.4891,2779.4533,4132.5257,1686.1458,3770.6571,2871.6763,7906.3173,11313.5025,6011.6653,2276.0114,1426.1741,2478.0338,3036.6048,3286.6182,1280.9249,4220.4247,7312.4448,1498.8024,1751.0267,2859.745,3006.2981,3274.2571,3161.2571,1804.9703,1944.7676,4179.8756,1917.2971,2723.0835,1684.8923,3006.8568,2540.4087,2113.1332,830.8237,2835.6164,3178.4512,1709.3733,7472.1397,4284.8183,3524.6146,1912.7088,1659.3686,3276.7905,1717.4379,19950.8981,4811.7386,6872.2095,2563.1669,1822.2105,2868.3386,9264.3914,1807.537,2359.5303,1109.4923,1211.8928,3436.958,2676.4586,6291.6385,6239.8015,1735.2365,996.1167,1579.5787,2599.8347,3541.9595,2335.6599,5199.4006,5170.142,2788.3054,3455.9687,1952.2092,2257.0085,1818.0562,3419.8671,2687.7999,4498.9666,14907.4618,6770.8272,1455.6731,2196.2431,15053.7132,2359.5618,3452.6003,9006.0398,15751.8388,2242.1749,1425.6,2509.8341,3620.2132,1408.0972,6259.7603,3159.7122,3302.2188,7480.0814,2189.2687,2797.8655,1580.0394,4088.2232,1682.2018,2340.3777,2502.4519,1043.8195,1273.9226,2812.6658,2650.454,2759.7112,3705.059,3002.5344,4659.8029,4414.6007,4350.8361,3879.1737,1179.1658
VEGFC,124.8777,114.0461,66.23,73.852,72.561,140.6403,313.2275,220.4515,60.2466,23.5275,103.0209,170.4053,130.8489,249.6673,45.9083,94.2743,716.3978,188.8273,132.192,212.5852,88.8669,54.3038,412.3623,734.9487,184.318,1292.6168,97.1052,129.8089,1376.3908,276.031,69.9197,704.4728,69.9934,36.2906,45.233,55.1714,1034.8193,1851.7019,58.878,29.2166,138.7897,192.8361,168.3228,425.5827,118.0966,46.7601,63.2632,380.3455,35.3641,102.5037,55.6591,1210.4615,132.9004,131.2795,67.0136,112.4789,48.3362,47.6005,29.4136,24.8485,109.328,203.1447,44.7973,92.9714,57.6312,134.8915,145.6765,265.7843,51.2334,143.4295,431.0026,95.021,47.7373,78.9314,179.9292,102.4191,60.5727,111.9501,67.7182,86.0827,164.7523,77.5736,140.9991,14.5869,159.0338,419.1325,62.1448,74.0272,321.3873,119.9865,207.5299,255.988,318.2752,162.1129,202.4726,138.9187,68.2638,141.1519,126.9554,674.5336,178.4641,1488.8352,204.0978,191.4427,50.9302,116.1662,44.7664,302.4513,725.516,159.1791,797.9198,114.37,348.8812,125.9333,331.6113,164.5206,169.4146,866.0714,90.0701,558.9735,76.5659,106.3044,119.4072,75.2467,169.9192,197.5309,636.6446,134.4221,64.9322,151.7748,53.2779,136.1632,519.5566,146.7405,702.4576,66.3936,63.456,142.4492,69.5387,118.1626,228.8396,14.1879,179.4409,23.3328,58.959,79.3944,268.458,73.4347,54.0541,22.2157,85.3703,102.2051,285.3807,95.8665,59.7325,83.2153,50.2079,19.6914,30,28.2729,84.4848,38.0567,146.7767,24.3006,73.4507,26.752,178.6108,48.8357,15.7584,195.884,140.5505,98.8259,26.7823,271.4192,228.8795,1971.5785,691.31,134.0667,173.0857,60.1014,1593.3695,196.4131,36.7893,1173.4578,292.4861
VSIG1,5.5429,455.7652,7614.6288,15.3354,1722.2561,15848.5079,56.0847,37.8486,243.6975,9460.6909,19.3648,10394.724,472.8778,53.8004,9.3964,35.1531,69.6237,43.5947,1.5151,144.6212,27.5362,629.806,130.0396,28.5832,58.8075,164.7413,69.6226,15.6161,137.4943,68.055,17.5543,23.5623,46.2617,12197.5309,5.9791,2152.2574,78.4054,71.7385,30.8801,2.1443,9.155,4398.9205,122.8546,515.5768,1831.5387,62.078,14.378,42.4791,2283.2633,22.6804,4417.0439,69.8462,15419.7689,249.5143,4125.5019,2181.341,5.1008,14.4362,8596.9148,46.3636,1113.34,55.9748,7.6552,61.4705,543.2899,22.7045,2787.6244,1250.3536,382.9855,148.7714,24.4823,77.4895,15.4525,52.8233,13.7002,19.4785,2.5698,5838.805,1385.6413,21116.2294,79.6841,32.6626,3441.8601,232.4786,37.4894,4370.6747,14.551,2.8472,18.4971,19.2113,7187.9269,209.8802,562.115,9146.1749,38.5662,38.3101,3499.2272,11.2191,21.9122,31.5739,22.1785,43.2371,35.9808,10.1481,16.1635,20.6248,10.5811,23.4319,111.2575,66.0011,127.0431,16.4791,27.449,10.4688,2.296,13.4085,5.639,29.937,42.0819,132.5365,30.3006,18.7286,43.0322,12.3355,21.8708,98.4643,15.011,42.2948,32.6143,28.1518,19.8581,149.3936,24.7945,9.2539,8.4845,1071.1929,55.8082,339.467,7.0769,6435.1768,98.8991,11.2524,2.7051,10378.5478,63.5652,54.6529,13.8687,2784.6809,36.7215,47.0623,7.6614,28.0014,31.2938,32.3705,10.104,20.2819,30.0608,1164.7318,9.2,0.9219,3096.1969,30.7692,24.0977,5758.2734,5.7383,27.5274,24.9908,44.6313,108.7328,53.7654,76.6972,15.9265,9.8076,51.6678,41.8745,29.7187,39.2348,306.2908,13.5395,2.8965,56.668,188.151,29.4314,141.4827,6.3396
VWF,2359.6348,4609.2243,2204.5124,3233.7475,3432.0122,37096.4731,9904.4092,9326.0292,4431.1366,1210.1731,1260.2634,3673.954,8238.9234,2947.2504,362.4336,977.0972,3188.9785,5089.3691,2696.4888,2705.1269,3530.4781,485.1926,10459.63,1667.0226,2546.1476,154.2943,3200.0733,5466.2871,607.1461,10631.2781,1675.9893,800.7188,1145.4277,4004.3641,2057.5811,5740.4013,1294.5166,2586.0573,559.9588,1075.1189,4412.3409,6236.0157,8525.4441,15005.6547,5539.0761,716.3156,5335.4695,15877.7545,2289.2157,1955.5228,2652.1971,2781.5385,2546.5529,2873.9939,6006.8401,7189.9019,2066.5533,1273.8978,2773.0292,2339.3939,9175.5266,6140.8805,4907.0031,5054.1421,6649.8856,11541.9032,7317.8176,7145.6471,3671.4105,6207.7991,17084.0996,7780.1543,3089.128,2431.3904,10570.6131,4134.1502,1701.909,5969.1399,3113.8212,5706.0027,7052.0459,6745.4068,4368.7786,1011.0541,3701.5808,17158.8108,3279.7272,3155.6469,4018.4971,2584.0917,5549.2933,9055.6886,23686.8583,4988.6157,6294.0673,4292.517,5847.5013,6712.9346,1784.8309,2811.9917,3188.1024,2490.3997,3354.8959,2087.4931,1646.5386,572.9451,212.2334,4537.491,3539.1597,1652.8009,536.4042,2975.8347,1586.8722,3834.9627,2837.5564,1556.8799,1956.2366,991.0714,1693.2447,7361.575,1335.1796,720.918,1548.5893,3666.1184,1402.0861,1770.8522,3112.5828,1688.4422,1446.8905,731.1302,1399.272,1555.1268,21521.5909,1404.6104,2403.1597,5088.8015,3417.5279,3889.9112,1477.8507,7528.5585,3395.416,2546.4775,5058.6114,2944.1059,281.8977,5915.4357,13483.3297,5199.7568,6371.0341,1253.1424,2114.1919,4708.9021,5401.2144,1892.4303,5395.8395,3186.0413,4172.0499,1059.2212,1034.8,1968.9613,9669.167,2455.4656,2618.1959,5430.5356,2912.7774,273.3353,1664.4616,2577.9431,1198.6868,1798.2292,2789.3578,807.3507,295.7375,7419.5553,2424.8225,2972.1092,4061.9326,4540.7356,7232.2752,3628.5301,2445.8132,1285.8862,2218.0602,588.5682,4827.3179
