gene_id,TCGA-2H-A9GF,TCGA-2H-A9GG,TCGA-2H-A9GH,TCGA-2H-A9GI,TCGA-2H-A9GJ,TCGA-2H-A9GK,TCGA-2H-A9GL,TCGA-2H-A9GM,TCGA-2H-A9GN,TCGA-2H-A9GO,TCGA-2H-A9GQ,TCGA-2H-A9GR,TCGA-IC-A6RE,TCGA-IC-A6RF,TCGA-IG-A3I8,TCGA-IG-A3QL,TCGA-IG-A3Y9,TCGA-IG-A3YA,TCGA-IG-A3YB,TCGA-IG-A3YC,TCGA-IG-A4P3,TCGA-IG-A4QS,TCGA-IG-A4QT,TCGA-IG-A50L,TCGA-IG-A51D,TCGA-IG-A5B8,TCGA-IG-A5S3,TCGA-IG-A625,TCGA-IG-A6QS,TCGA-IG-A7DP,TCGA-IG-A8O2,TCGA-IG-A97H,TCGA-IG-A97I,TCGA-JY-A6F8,TCGA-JY-A6FA,TCGA-JY-A6FB,TCGA-JY-A6FD,TCGA-JY-A6FE,TCGA-JY-A6FG,TCGA-JY-A6FH,TCGA-JY-A938,TCGA-JY-A939,TCGA-JY-A93C,TCGA-JY-A93D,TCGA-JY-A93E,TCGA-JY-A93F,TCGA-KH-A6WC,TCGA-L5-A43C,TCGA-L5-A43E,TCGA-L5-A43H,TCGA-L5-A43I,TCGA-L5-A43J,TCGA-L5-A43M,TCGA-L5-A4OE,TCGA-L5-A4OF,TCGA-L5-A4OG,TCGA-L5-A4OH,TCGA-L5-A4OI,TCGA-L5-A4OJ,TCGA-L5-A4OM,TCGA-L5-A4ON,TCGA-L5-A4OO,TCGA-L5-A4OP,TCGA-L5-A4OQ,TCGA-L5-A4OR,TCGA-L5-A4OS,TCGA-L5-A4OT,TCGA-L5-A4OU,TCGA-L5-A4OW,TCGA-L5-A4OX,TCGA-L5-A88S,TCGA-L5-A88T,TCGA-L5-A88V,TCGA-L5-A88W,TCGA-L5-A88Y,TCGA-L5-A88Z,TCGA-L5-A891,TCGA-L5-A893,TCGA-L5-A8NE,TCGA-L5-A8NF,TCGA-L5-A8NG,TCGA-L5-A8NH,TCGA-L5-A8NI,TCGA-L5-A8NJ,TCGA-L5-A8NK,TCGA-L5-A8NL,TCGA-L5-A8NM,TCGA-L5-A8NN,TCGA-L5-A8NQ,TCGA-L5-A8NR,TCGA-L5-A8NS,TCGA-L5-A8NT,TCGA-L5-A8NU,TCGA-L5-A8NV,TCGA-L5-A8NW,TCGA-L7-A56G,TCGA-L7-A6VZ,TCGA-LN-A49K,TCGA-LN-A49L,TCGA-LN-A49M,TCGA-LN-A49N,TCGA-LN-A49O,TCGA-LN-A49P,TCGA-LN-A49R,TCGA-LN-A49S,TCGA-LN-A49U,TCGA-LN-A49V,TCGA-LN-A49W,TCGA-LN-A49X,TCGA-LN-A49Y,TCGA-LN-A4A1,TCGA-LN-A4A2,TCGA-LN-A4A3,TCGA-LN-A4A4,TCGA-LN-A4A5,TCGA-LN-A4A6,TCGA-LN-A4A8,TCGA-LN-A4A9,TCGA-LN-A4MQ,TCGA-LN-A4MR,TCGA-LN-A5U5,TCGA-LN-A5U6,TCGA-LN-A5U7,TCGA-LN-A7HV,TCGA-LN-A7HW,TCGA-LN-A7HX,TCGA-LN-A7HY,TCGA-LN-A7HZ,TCGA-LN-A8HZ,TCGA-LN-A8I0,TCGA-LN-A8I1,TCGA-LN-A9FO,TCGA-LN-A9FP,TCGA-LN-A9FQ,TCGA-LN-A9FR,TCGA-M9-A5M8,TCGA-Q9-A6FU,TCGA-Q9-A6FW,TCGA-R6-A6DN,TCGA-R6-A6DQ,TCGA-R6-A6KZ,TCGA-R6-A6L4,TCGA-R6-A6L6,TCGA-R6-A6XG,TCGA-R6-A6XQ,TCGA-R6-A6Y0,TCGA-R6-A6Y2,TCGA-R6-A8W5,TCGA-R6-A8W8,TCGA-R6-A8WC,TCGA-R6-A8WG,TCGA-RE-A7BO,TCGA-S8-A6BV,TCGA-S8-A6BW,TCGA-V5-A7RB,TCGA-V5-A7RC,TCGA-V5-A7RC,TCGA-V5-A7RE,TCGA-V5-AASV,TCGA-V5-AASW,TCGA-V5-AASX,TCGA-VR-A8EO,TCGA-VR-A8EP,TCGA-VR-A8EQ,TCGA-VR-A8ER,TCGA-VR-A8ET,TCGA-VR-A8EU,TCGA-VR-A8EW,TCGA-VR-A8EX,TCGA-VR-A8EY,TCGA-VR-A8EZ,TCGA-VR-A8Q7,TCGA-VR-AA4D,TCGA-VR-AA4G,TCGA-VR-AA7B,TCGA-VR-AA7D,TCGA-VR-AA7I,TCGA-X8-AAAR,TCGA-XP-A8T6,TCGA-XP-A8T8,TCGA-Z6-A8JD,TCGA-Z6-A8JE,TCGA-Z6-A9VB,TCGA-Z6-AAPN,TCGA-ZR-A9CJ
MSH2,715.6831,789.0985,660.8443,658.2107,443.2927,575.5833,1177.7778,789.8406,1155.8308,1024.2731,2947.7149,568.0177,643.4783,499.6147,1008.3709,1119.8402,406.1828,1166.594,462.8613,531.8581,804.3916,871.812,726.7672,925.8316,1204.1928,691.11,2231.9531,903.782,642.6052,503.0625,1028.5629,1409.7444,668.0911,656.905,786.898,588.8764,684.8069,793.7518,228.9243,971.3865,1129.3601,543.1796,778.0789,541.6819,770.7537,479.2905,471.5983,491.2633,451.3305,564.6539,525.9654,598.1538,363.6638,437.6908,716.5304,568.1435,718.2414,531.4085,642.1476,1293.6364,787.6128,259.7484,632.2654,585.6102,762.8775,895.8264,540.3906,523.4873,1123.3397,1215.0107,212.9392,469.8457,613.6865,390.1032,414.6592,407.7914,823.7885,792.1865,545.9967,698.6216,778.5355,892.9717,2139.4012,715.2137,558.7887,733.5515,1110.4206,1318.5701,291.3295,714.5265,616.904,477.2455,392.1971,585.1548,466.8377,1060.5084,653.7867,1069.728,2463.4325,755.5414,606.695,1142.3695,1096.1725,972.2984,774.6264,1047.619,2045.0106,987.7433,879.8126,1579.5896,885.9584,1200.0246,853.3068,1099.5304,882.3288,933.9151,1848.8508,375,1599.1141,427.8432,937.0367,784.7534,1015.389,1131.5789,610.6999,509.4851,724.9448,1330.8208,955.007,484.7001,586.5415,673.0981,764.8715,696.3563,618.4903,778.2985,1308.3919,359.4543,1662.159,797.5219,1422.4869,720.6458,511.2714,953.5086,955.7807,435.3767,724.8862,916.231,555.8167,1254.0193,1860.9996,887.1777,846.8006,938.745,941.4562,1301.3198,1354.653,617.1932,1171.6,910.5716,871.1673,1944.1296,1478.0946,549.6403,845.4476,362.5085,791.2532,1016.8176,651.346,1133.5248,958.5321,1383.9714,1556.3938,744.2773,778.1904,961.1416,638.7808,551.0485,926.5392,1074.5836,876.3836,1549.523,1199.3311,620.5433,692.7455
MSLN,71.0792,77.9874,4015.6477,8647.5405,966.4634,156.267,211.6402,42.4967,42.7751,233.9491,97.2115,2382.5831,2740.7867,159.7198,12.3496,17.0439,59.4086,8.7189,0.3788,656.3272,12.9337,335.8572,20.1048,60.4517,2.7226,25.7157,8.0616,10.7361,67.2999,20.6887,13.3889,353.0351,103.0374,1149.1243,9.6185,1208.9118,55.2477,1.1571,2.8821,4139.6502,3521.0107,1626.5947,686.5402,206.7803,1778.3953,288.6224,46.0096,93.6114,2621.8487,31.8115,2724.6338,1428.9231,17000.3776,449.6253,771.0533,26.745,128.7345,5269.6059,89.988,37.2727,1082.2467,3796.5409,14364.6158,136.5038,43.5389,5.0083,52.0273,251.4176,752.6882,1238.7821,125.2583,245.7924,587.7483,2.4287,1173.1933,2.5134,3195.301,1422.5213,166.4106,4218.4082,2078.2484,2176.7279,593.6228,9370.2564,79.3196,388.2197,9818.2645,33.85,52.0231,2877.9912,5673.2427,1144.6108,292.6078,2580.1457,282.7152,123.1651,745.7496,4.9573,16.9425,114.1764,0.4146,42.9526,21.4024,90.7844,787.7402,1.8198,28.2842,5.4074,0.8783,1.6639,27.1174,1.7217,15.1169,9.853,1.64,19.5807,365.0628,3.1513,0,1078.5727,48.2202,0.5276,1.7099,1.2336,2.6918,0.6022,234.4371,0,6.2264,156.6707,30.9981,7.1665,23.2918,22.8043,1.4628,7889.0877,35.9653,6572.0178,2671.3928,58.3258,96.7334,643.8356,985.5726,523.0716,140.0276,1276.5879,3055.5676,1160.8511,39.3655,244.6653,48.8873,696.3015,290.9855,35.8566,273.4027,1008.4259,1.599,611.3152,7484.4,964.0443,15498.8814,2.0243,40.9973,1975.6994,59.6787,711.8348,0,15.8473,292.0552,46.2314,1.1009,1706.9934,135.4206,6.2132,539.6875,16.5104,3.8911,12847.714,32.202,205.6481,77.2745,23.6597,4.3478,4142.6146,2727.181
MTOR,3244.8647,1684.696,1827.8748,1744.1978,3243.9024,1916.8747,2161.552,2114.2098,4073.2719,1900.4225,2388.4586,2469.911,2249.6894,1101.2259,1532.6915,857.5233,1848.1183,2486.1431,3096.4736,1563.9633,1857.8609,2389.3671,1720.0299,2803.7782,3795.8072,2432.9483,2584.8296,1389.1826,1508.0959,1791.2073,2276.1083,1493.6102,1677.4373,1367.327,2811.7242,2151.9716,2592.6722,1761.0645,1400.7205,3130.2017,3040.9228,1639.3523,2397.1695,2048.2241,2638.4161,886.4255,2443.438,1504.4692,1934.1737,1224.7423,2958.1891,1998.4615,1283.697,1622.5368,2885.7497,2099.1064,3086.9565,1741.7089,2492.2899,3297.8788,2460.3811,2273.2704,2884.888,1880.8654,4322.7622,1915.192,1609.7256,1674.6207,2091.7141,3758.8141,2218.2114,2822.5806,2220.4746,2470.5525,2137.2303,1238.4543,3598.3847,3105.7124,3439.0506,2689.1952,2601.9383,2715.6605,4580.0029,1658.3476,3060.3154,1744.7608,2203.8651,2465.0427,2138.7283,2235.5915,3543.9288,2182.3353,1942.5051,2538.7067,2777.389,2590.0465,2233.6425,1811.754,4347.2073,3725.7216,2912.4262,3318.1624,1862.3146,1204.3335,2522.1104,2386.7152,2988.9712,2457.4621,4160.1522,1679.9778,2307.9495,3008.547,2089.3088,2039.2579,5723.6572,2478.0249,2321.7898,1478.4664,2682.1705,1721.2164,2213.2443,1964.9169,2334.5683,2086.3487,1543.4051,2467.9313,1294.4812,808.6265,2193.4623,1242.7581,1323.7142,2994.4873,2554.9564,1989.5894,3872.7326,3217.073,3554.9814,1618.3376,2497.8538,1416.7422,2037.8993,2347.8474,1237.1506,2444.3671,2600.1842,2131.0931,3576.1384,6755.7447,2676.557,2180.6489,4048.5224,2040.8354,10572.6296,1237.3008,2665.6761,1491.6114,3119.6035,1639.6767,2015.6,2218.193,3005.1323,2315.3846,2797.2072,1418.705,1587.9878,1595.0373,3274.5314,1496.7658,1709.7833,1717.0674,1825.6881,2341.6029,1569.2192,2590.2551,4140.1185,2571.1422,1986.3813,1706.4283,1896.9902,1969.9493,2366.7205,2629.2318,1993.311,2210.8093,1396.153
MUC2,106.2928,257.8616,250,238.9091,2876.5244,41.6712,24071.2522,257.3041,9319.5449,3.6451,1.9365,17826.8686,1114.6998,79.0193,8.8595,1.8642,0,0.7473,3.0302,0.7903,4.5894,53717.0802,3.8499,0,0.5445,2.4108,25.6504,0.3253,0,6.5333,4.7605,1.1981,3.004,165.8341,7.7988,4.8597,1.3233,1.5428,2.8821,21212.8928,392.9323,13.2483,6042.4571,10.3047,246.6134,207.1954,0.8216,42447.2698,20.3081,4.7128,9914.7803,6.7692,947.2174,3006.106,956.6295,127.7261,104.445,57196.6446,329.3737,55.1515,2752.7583,2.2013,47.9161,1283.6611,67261.9439,84.1402,185.911,3904.156,25817.5206,134.0812,7.4016,123.7728,4.415,0.3036,3018.1528,13.1951,1.4684,407.4196,5.7697,51.9342,4223.2592,27943.4237,465.2423,5.4701,41.041,2.2279,9606.6692,2.8472,0,9.1001,87.5606,62166.4671,0,289.6175,52550.5015,17.5439,8588.0989,0.5218,2.9367,2.2325,1.0364,0.2845,4.0323,0.2743,3.0497,0.3033,0.2035,64.5278,0.2928,1.1093,0,1.4757,18.2994,1.2316,11.1521,56.401,1.9614,0,1.1074,11.9529,6266.3517,0.2638,0.8549,0,0.3365,0,5.298,0,0.2965,0.816,1.9374,9.9228,0,0.3305,158.2797,34.6263,3.1005,5617.3858,2.4615,439.1055,1252.4815,8922.7006,24.3463,74.5255,0.9212,19199.4092,5.4484,23.1003,2040.5405,358.0824,4.7428,96551.6276,21.0182,0.498,233.581,5.667,0.9594,757.3843,2,19.9754,7186.2087,0,0,5.4357,0,39.9341,0,0.6468,0,2.0547,0,1524.4513,6.4127,66.0562,6.5023,0,1.9455,3694.3967,8.4164,9.4135,8.7881,294.0563,0.6689,37.6344,3.458
MUC4,1673.9485,238.5744,32863.5371,357.9601,9760.6707,1929.4628,2570.0176,2376.826,950.0887,2839.5328,39.8916,9058.9164,1522.1532,1510.8932,2625.0933,660.9854,3.2258,9865.6038,21.9689,1297.639,13032.5626,3956.5038,68.4419,9.8563,11.7071,32.1447,407.4753,335.7462,41.2483,32.6664,811.0681,7.9872,2492.1239,211.3121,5398.3233,40.5924,2299.8925,27.3841,40.35,15888.7623,11170.9237,254.1708,800.0602,1769.9981,29767.6276,70.9463,579.2279,9868.1377,33437.3249,1829.4551,2605.3262,208,41606.5846,4250.902,464.1388,9882.1471,4959.6794,19857.1986,7953.8935,11465.1515,27477.4323,13534.2767,135972.4979,2090.6525,10426.6235,70.4508,9943.1168,42862.6587,15969.3232,3979.9679,14.8033,2319.7756,1596.3024,3.643,8920.653,174.678,50.6608,1595.8634,26.7229,1124.4108,12507.8966,39393.1175,536.8391,502.3362,2261.5948,28.1278,33279.8787,8.2252,1514.4509,33547.6913,18362.134,2223.6527,169.9179,5984.5173,5898.4527,440.7447,9933.5394,2435.8489,57.3784,79.4132,3143.5382,2.5601,752.4942,359.5721,9202.1958,80.6794,1.8314,136.9863,16.6886,230.1719,3.7147,20.6604,2526.1064,513.2784,20.3362,39.1614,214.2813,29.4118,4031.3769,138.5129,12674.4319,5.0119,387.0048,4.9342,619.7847,2060.5239,351.8764,5824.9581,2885.4792,3645.8588,454.7997,209.4818,314.8145,165.2483,231.7145,9437.7429,701.7363,25824.5558,2587.0849,253.2487,324.8511,13288.1605,6211.9026,203.0298,385.9972,22841.5805,75.7824,2124.7416,3973.8543,5428.2374,390.7333,2677.8672,6772.0691,3555.2789,21135.2155,274.9981,464.023,418.8097,143.6,9809.4653,4519.2789,22.2672,3243.7964,19429.8961,11177.8883,1766.405,1867.3282,3661.3842,10851.2147,104.4487,239.2661,9648.5962,1250.4715,296.2721,617.9747,33.0208,124.5136,6205.5689,4816.7597,5872.5561,165.4583,1917.9384,21720.0669,778.1551,180.1023
MUC5B,19521.3564,2784.9057,19710.6987,3968.2315,4227.7439,1408.573,3816.2257,2594.6215,2523.1272,2135.3658,48.0248,12996.7861,17966.0455,226.4098,28.9947,1.0652,6.7204,1.2456,3.0302,3320.3596,141.8533,3578.148,19.677,0.3285,1.3613,7.2325,898.1312,790.8906,0.7237,38.6552,1.7852,19.9681,5.1068,10758.7712,19.237,25.4417,34.7366,3.0855,55.9959,17030.0878,5030.4861,1896.4671,495.0316,3.0914,9525.5297,160.4354,116.6672,8783.3466,134.1036,4.1237,3075.0999,14.4615,54329.6836,56.6195,5063.4944,8782.3533,86.4707,40943.4257,2392.9827,106.0606,12308.676,5822.0126,108.5909,775.7093,3688.1878,6001.0017,1363.4629,14148.5249,21628.716,2077.4573,0,1032.2581,26965.5077,1.8215,12224.2265,13.1951,9.5448,2466.5135,42080.9217,68804.2686,9824.4795,18759.9883,17068.8502,19314.416,65.9023,732.716,17859.4922,152.167,115126.0116,100.4382,9627.6828,15632.9341,11976.8994,44731.3297,12739.2893,57.2861,504.1216,17.22,34.7885,3.5082,3.3164,0.2845,0.9305,3.8398,37583.7145,1.2132,2.0348,2.1629,4.099,12.2019,9.2868,8.3625,17.9015,4.3107,1.64,6.8107,64.7257,3.6765,12.5508,587.801,1201.9223,1.5827,3.1348,2.8783,1.3459,0.3011,20.7506,2.0938,25.202,13.8719,8.7182,12.6792,1345.2873,0.9915,38.6191,3866.714,450.8061,42666.5609,23.077,581.7468,237.1413,11181.0176,43.2822,11272.1574,223.86,4632.5702,43.3396,3370.2128,1608.1081,76.8781,101.058,7.0004,139.6544,1.245,2951.5602,16.7027,6.3959,3073.0345,1400.8,2.7658,7128.8327,6.0729,16.8997,184.1727,37.1079,4580.0136,2.2051,2.2639,311.4905,7.1915,3.6697,205.4109,595.2471,4.9052,2.3408,0,8.4306,16756.2736,0,55.7567,66.3651,3458.8237,11.7057,19.8076,40.3429
MUC6,19.8891,2809.6436,4334.0611,810.7574,5788.7195,8.2474,118.5185,18.5923,15.0616,13850.7166,1371.8048,47157.4481,94525.4658,4.7636,107.3877,2.1305,1.6129,17.1888,8.333,43.0702,5.841,3651.9304,12.8329,2.6283,0.5445,3.6163,3383.657,188.6946,0.3618,5.9888,9.2234,80.6709,0.9012,157.3356,1.2998,649.4792,13.8946,1.5428,2.4704,463.4457,28.5636,556517.1737,154.1704,772.5065,155.6096,0,1.2324,60.1788,8069.3277,1.7673,13576.2983,13.2308,2817.1864,30.2526,6878.2156,513.6537,6.0724,1099.8829,922.887,11.5152,542.8786,3621.0692,6.5211,1240.1286,3976.5542,135.8932,217225.5558,290.4771,6594.5604,2733.7073,6.2629,3402.5245,638.521,0.3036,24.6603,1.2567,1421.8062,26212.738,7705.599,86503.5127,2891.2419,681.8314,9579.4372,249.3447,7.1032,10128.5247,2380.2956,33.5337,2.3121,11.1223,1132.6017,8668.2635,153.4908,101047.3588,9.0195,487.2897,14233.1273,13.8282,17.846,0.9568,4.3528,0.5689,5.273,7.1311,1.5249,2.4264,0.407,8.6518,2.635,90.4049,2.2288,4.9191,2.3869,5.2344,2.624,1.277,2.6969,2.6261,5.168,4.9218,146.2898,19.2561,3.1348,1.2336,0.3365,0.3011,0,4.6064,4.4474,8.1599,2.4217,7.1665,83.0239,2.644,27.2089,5677.1316,0.4134,35390.8629,236.3084,16056.2103,20.5739,11.2524,193.8683,3.4825,64.4864,5.9084,508.1881,512.3404,6.7568,63.4317,35.7534,165.675,55.1144,3.2371,10.4012,10.1409,7.6751,659.5151,31.2,8.2975,11596.5259,607.2874,17.2126,8104.8761,0.3826,4.2648,1.47,3.2342,2.1011,0.6849,0,59145.6866,7.1671,13.4075,0.2601,0.4717,3.5668,884.4964,2.1956,2.5344,3.6364,5.2577,3.3445,9.3379,17.578
MUSK,1.3042,7.1279,1.8195,0.8071,0.3049,0,0.3527,0.664,0.9037,0.3314,0.3873,1.932,7.0393,7.5657,0,3.1957,0.5376,5.7296,1.1363,0.7903,5.841,0,14.5439,3.2854,0,0.8036,2.9315,3.2534,1.4473,15.2443,0,4.7923,4.506,0.4594,0,0,0,3.0855,0.4117,1.6083,1.0986,45.1423,5.7212,42.5926,3.1261,0,0,3.5399,0.7003,1.7673,2.1305,0.3077,12.3839,0.2775,7.7323,0.4999,1.4574,0,0.5824,1.5152,0.5015,11.0063,2.2682,4.3751,0.2103,0.6678,14.2208,20.2032,1.8975,0.8013,0.5694,42.0757,0.2759,0.3036,4.1101,0.6283,0,16.0867,0.3037,12.8057,19.0237,2.0414,0,0.9117,5.5247,12.8107,0,5.6944,0,0.6741,3.4115,31.7365,16.4271,27.7778,2.1771,1.4322,0.2576,2.0873,4.7439,0.9568,3.5237,0.5689,7.7545,1.6456,0,2.7298,0.6105,2.5234,0.2928,2.7732,0.3715,2.4596,1.5912,1.5395,13.1201,0.4257,3.9228,2.6261,0.7383,2.4609,0.3258,0.7913,0.285,0,21.1978,0,0.883,1.2563,0.593,0,3.3904,17.6406,16.5296,0,0,0.953,2.2737,5.3934,0,1.511,1.4438,0,0,0.6965,0.9212,1.1078,0.9906,1.2158,0.2938,0,0.3648,0.4667,3.7366,0,0.8915,4.7722,3.8375,0.2939,2.8,0.6146,2.1055,0.4049,3.7555,0,1.5302,3.4894,2.5726,3.881,2.1011,0,2.5688,6.9423,0.3772,2.2891,4.1614,0,1.6213,13.4067,5.489,3.6206,7.2729,4.8822,2.3411,6.2252,1.4408
MXI1,163.3518,596.2264,496.7249,217.5203,655.4878,398.4807,647.9718,333.3333,519.0244,424.4884,1909.3726,661.9145,547.8261,905.9194,1032.5331,1406.3915,917.7419,1466.5255,1096.1706,942.4084,1148.1772,637.4794,931.6651,694.538,823.5775,1522.451,865.1521,1684.5872,648.0326,420.3076,1536.745,650.5591,1984.1464,758.6563,751.8035,471.9587,1313.7044,499.4697,1635.4092,688.8695,1019.5001,942.5908,747.6664,625.4932,850.2952,2177.1642,2420.0224,480.6435,540.9664,785.2725,527.0306,1416.6154,287.5481,446.0172,447.6828,394.926,581.4914,621.9274,509.0585,1349.697,521.5647,785.8491,445.421,685.363,308.1377,328.8815,734.9728,399.1254,390.8918,486.6453,798.2373,1308.2048,324.7792,445.0516,553.4878,907.9485,693.8326,828.2994,158.2115,468.4749,764.537,557.3053,443.5712,542.4501,1389.0794,300.4943,990.9814,347.6748,376.8786,1017.1891,1346.9545,820.0599,543.6345,330.6011,1148.5888,1546.3659,993.56,1107.8208,442.9886,471.0572,1182.2987,424.9751,1278.868,1007.9539,1449.5273,789.8089,1608.9451,735.0397,957.6929,764.2818,847.3254,857.6523,1508.1054,917.8662,914.8011,577.6312,543.7941,1577.7311,1383.5364,1113.3767,769.2433,824.8483,685.0955,1265.2138,548.4522,513.0985,1010.596,1424.2044,1202.5795,883.3129,605.431,1431.0915,2133.0749,908.8656,541.2522,574.3525,526.2505,787.4365,414.4628,193.7141,634.5425,610.5675,354.3733,362.18,887.1488,679.4682,632.0156,528.3891,861.0458,980.4151,237.8694,749.5041,797.7581,513.4462,509.9554,2098.8741,1600.5756,241.881,705.2,220.6515,847.4799,712.5506,1046.5273,782.4141,1210.4055,1099.9322,518.1918,714.4243,655.023,768.1257,951.5596,833.8948,416.0694,398.2995,660.8896,354.2662,640.7263,883.1213,737.3525,643.7364,1040.3267,715.8,1196.3211,830.2207,674.0148
MYBL2,2728.3991,471.6981,2377.3654,2539.2162,1154.878,2478.1335,1431.0406,2682.2709,4229.6118,4260.1276,1264.5236,2019.3609,3328.3644,1076.8476,2777.0469,2320.6391,2004.3011,1565.6723,462.4825,1541.0451,1843.6756,1727.6871,4769.5434,2114.8255,4733.4604,2160.1205,2144.7417,803.5787,2151.4247,844.4263,3392.4427,2572.6837,1442.524,2662.762,2576.4606,2269.7468,1948.8876,5871.3721,335.5636,2359.5792,1550.856,2410.2061,1368.8648,1219.042,764.8489,1468.9106,389.0275,1694.8386,1326.3305,1167.894,1434.6205,1233.2308,498.3765,788.232,1930.1115,2916.2032,8070.1967,777.2142,1590.6622,2623.9394,1318.9569,1433.9623,751.0632,2892.6126,2331.5404,2729.2154,1996.809,1744.6585,5748.5769,2132.4786,3284.0461,1005.9607,5778.1457,1514.8755,1482.8177,1197.6123,15617.8414,2237.3605,1490.7108,2576.0783,1383.7042,3661.1257,1240.4632,5147.8063,934.8662,2813.8968,933.687,3470.4208,2656.6474,1200.2022,951.7948,663.7725,984.0862,884.7905,1544.5144,1992.8392,2713.5497,1867.8495,6099.7346,2623.824,921.339,2774.2853,1090.8995,1529.073,1671.8512,2247.801,5263.3078,2626.5321,3311.0818,1222.9617,2476.9688,3909.4878,3557.2352,978.2157,1711.8491,2446.7383,3355.4398,785.1891,1881.137,526.2788,2449.7841,4094.1704,4244.7991,3396.3816,3127.1871,2910.268,3038.4106,3899.9162,4854.1991,2181.9665,3863.6182,3735.3914,755.8553,1877.551,1031.0123,1481.3085,1893.5511,555.8376,5496.94,1780.2962,3742.2848,1595.8904,3924.2561,2853.5609,3438.5076,910.2659,2548.1225,3929.4833,2591.0693,3075.4165,6260.4889,2684.4009,1011.2097,1353.0876,2641.6048,3441.6613,3446.1145,5430.7127,1798,5187.1543,2513.2254,4886.6397,3032.2377,1481.0552,2299.9235,673.8393,3480.7056,3195.6662,3073.933,2937.5757,7141.6514,6688.3104,3168.9928,1090.5821,5650.4633,3868.3885,2862.5162,943.2795,1495.1971,3913.4685,3836.4508,3705.9361,3115.7191,1465.4782,1533.3189
MYB,188.1317,155.9748,628.821,519.7887,391.4634,75.095,549.9118,384.1301,792.8451,146.4667,830.3641,287.1001,574.7412,127.7758,396.2608,159.2543,26.0753,172.635,82.1939,62.0369,259.5081,1297.3885,271.6287,14.1273,101.2796,15.2687,950.8978,226.4335,28.2225,123.0434,376.6736,3.1949,82.3098,1180.8211,47.8326,602.3119,26.7968,30.8553,83.1704,772.2308,905.2458,1036.8008,2579.6447,308.7965,400.1389,14.1086,91.6084,270.6078,331.2325,101.9146,1244.7403,8.6154,40.7763,597.28,104.2875,234.2061,468.5451,1294.1865,626.4215,2300.6061,487.9639,164.7799,176.6374,123.816,1468.5444,199.3322,314.5919,219.5414,5456.9892,2120.7265,9.1097,223.7027,396.2472,3.3394,204.1329,23.2485,2765.4185,583.0598,250.8305,102.8012,1002.1536,1030.3295,230.7009,462.6781,84.8443,130.0564,1192.8761,58.8421,36.9942,280.4179,263.2503,736.8263,185.8316,108.3789,487.9869,1034.7297,2393.0963,381.9712,595.0189,4.7839,40.8332,14.7916,61.1053,59.5173,90.5764,56.1116,1011.9241,44.7008,23.1298,154.1875,3.3432,82.3956,25.8578,38.7961,35.0964,665.9572,642.844,19.4328,186.0465,53.4365,224.4848,203.904,32.2029,37.8289,25.9085,17.1635,85.2097,180.4858,225.6319,25.2958,115.2741,230.9813,48.0862,144.0965,80.749,832.9382,57.4618,146.8909,9952.646,626.171,431.691,545.0098,396.7538,219.3975,816.2137,141.4328,2132.5573,305.4103,1955.6404,1660.9179,284.5677,1742.6205,198.5054,36.1056,940.5646,74.5657,15.0304,926.3777,136,1500.6146,1385.1823,9880.9717,3247.2389,116.7066,52.7927,16.6715,6.9827,115.1358,97.7019,9.5887,1125.1376,118.0194,809.8831,39.5683,65.5428,24.058,25.2918,540.0481,192.1142,118.7545,24.849,574.5929,374.2475,34.8048,125.6394
MYH6,0.3261,1.2579,0,0,0.6098,0,0.3527,0,0.3012,0,0,0,0,0,0.2685,0,0,0.4982,0.7575,0,1.6689,0,0.4278,0,0,0.8036,0,0,0.3618,13.0666,0.8926,0,0,0,0,0,0,0,0.8235,0.268,1.0986,0.4907,0,3.4349,2.4314,0,0.8216,0,0,0.2946,0,0,0,0,0.1983,0,0,0,0,0,0,0.6289,0.5671,5.0314,0,1.6694,1.3874,1.7958,0,0,0,0.7013,0,0,0,0,0,1.3132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2994,0,0,0.622,0.358,0,0.2609,0.4518,0,0,0.2845,0,0,0.305,0,0.6105,0.3605,0,0,0,0,0.3978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5513,0.3757,0.3305,0,0,0,0,0,1.2088,11.5503,0,0,0.3483,0,0,0,0,0.2938,1.4616,3.6483,0,0,0.498,0,0,0.3198,0,0,0.3073,0.5264,0,0.313,0,0.3826,0,0,0,0,0.3425,0.367,0.8167,0,0,3.6413,0,0,0,0,0,0.303,0,0,0,0
